ticker,name,market,sector,price,changePercent,marketCap,capCategory,pe,rsi,sma50,sma200,bearishScore,bullishScore,sentimentAvg,compositeScore
DE,Deere & Co,US,Industrials,593.14,60.19,160192528384,Large,33.48786,53.0,595.36,513.23,0,7,0.225,64
GE,GE Aerospace,US,Industrials,303.51,366.27,320220397568,Large,37.66501,50.0,312.21,296.87,0,4,0.000,50
LMT,Lockheed Martin,US,Industrials,583.56,50.66,134488473600,Large,27.142326,33.4,635.78,521.56,2,2,-0.047,51
DIS,Disney,US,Communication,106.165,-41.92,188271640576,Large,15.635493,68.4,101.64,110.47,5,2,-0.061,45
CMCSA,Comcast,US,Communication,30.055,-40.79,109499031552,Large,5.575139,61.9,30.02,29.24,0,5,0.294,66
T,AT&T,US,Communication,26.59,17.78,186145341440,Large,8.746711,42.3,27.84,26.80,2,3,0.002,56
VZ,Verizon,US,Communication,46.905,-19.67,197872664576,Large,11.555419,41.9,49.15,43.60,2,3,0.160,59
TMUS,T-Mobile,US,Communication,198.73,52.23,222280810496,Large,20.424461,44.1,209.20,218.36,6,0,0.017,40
AMT,American Tower,US,Real Estate,182.59,-27.74,85154512896,Large,33.81296,57.3,181.14,189.08,3,2,0.312,46
PLD,Prologis,US,Real Estate,144.029,25.52,134268157952,Large,40.57152,69.9,136.46,123.71,2,6,0.296,56
NEE,NextEra Energy,US,Utilities,92.75,15.17,193422262272,Large,28.107574,53.3,92.21,82.30,2,5,0.195,57
DUK,Duke Energy,US,Utilities,128.91,27.12,100335476736,Large,20.432646,46.5,129.34,123.34,2,7,0.096,60
SOFI,SoFi Technologies,US,Fintech,19.271,29.60,24567957504,Large,49.397438,65.3,18.02,23.88,6,2,0.359,31
RIVN,Rivian,US,Consumer Cyclical,17.015,-84.06,21109237760,Large,,62.1,15.52,15.14,2,5,0.096,55
LCID,Lucid Group,US,Consumer Cyclical,6.98,-96.22,2556092672,Mid,,28.4,9.71,15.87,8,7,-0.256,32
COIN,Coinbase,US,Fintech,205.99,-35.79,55519424512,Large,46.16336,64.0,181.39,272.31,5,2,0.361,33
RBLX,Roblox,US,Technology,61.31,-11.45,43885400064,Large,,56.6,61.05,97.00,6,2,0.000,29
U,Unity Software,US,Technology,25.79,-73.52,11252951040,Large,,68.0,20.83,34.64,6,2,0.184,31
AFRM,Affirm,US,Fintech,65.06,0.09,21665517568,Large,80.296295,77.2,50.06,67.79,12,2,0.341,26
HOOD,Robinhood,US,Fintech,89.931,136.66,80928727040,Large,43.84878,68.2,75.88,107.31,5,2,0.435,35
PATH,UiPath,US,Technology,10.525,-83.93,5628240384,Mid,20.240385,45.7,11.17,13.20,5,2,0.210,37
PINS,Pinterest,US,Communication,20.155,-71.74,12915728384,Large,33.040985,64.0,18.42,28.04,7,2,0.342,33
SNAP,Snap,US,Communication,5.885,-89.94,9939482624,Mid,,65.6,4.94,7.23,6,2,-0.192,31
TTD,Trade Desk,US,Technology,22.775,-66.80,10835617792,Large,25.294445,49.2,24.31,43.96,5,4,-0.016,34
ROKU,Roku,US,Communication,115.8,-67.37,17067713536,Large,196.22034,74.6,95.91,97.61,12,3,0.000,30
ZS,Zscaler,US,Technology,133.43,-28.29,21442244608,Large,,43.7,150.01,241.13,5,2,-0.159,27
BILL,Bill Holdings,US,Technology,39,-73.81,3906110464,Mid,,49.7,41.59,46.94,4,4,-0.095,40
HUBS,HubSpot,US,Technology,223.69,-55.06,11797530624,Large,257.11493,44.5,244.07,387.95,5,2,-0.043,23
SMCI,Super Micro,US,Technology,28.49,653.11,17092717568,Large,20.777372,58.5,28.48,38.77,5,2,-0.520,30
ARM,Arm Holdings,US,Technology,169.63,202.37,180146831360,Large,226.17334,69.8,135.31,138.70,5,4,0.480,46
AI,C3.ai,US,Technology,9.215,-84.86,1338858624,Small,,54.6,9.23,15.38,5,2,-0.085,30
CELH,Celsius Holdings,US,Consumer Defensive,34.33,85.87,8825840640,Mid,137.38,39.0,41.72,49.12,5,4,0.000,26
MARA,Marathon Digital,US,Fintech,11.35,-66.19,4317563904,Mid,,69.4,8.79,13.35,5,2,0.000,36
APLD,Applied Digital,US,Technology,31.86,577.87,9110332416,Mid,,60.8,28.74,25.21,0,5,0.000,49
HIMS,Hims & Hers Health,US,Healthcare,30.92,212.64,7047866880,Mid,60.627453,75.3,20.08,38.29,10,3,0.000,23
LIN,Linde,US,Materials,498.58,74.43,231261487104,Large,34.13543,52.9,491.08,460.18,2,7,0.000,57
APD,Air Products,US,Materials,297.455,4.54,66230136832,Large,,59.1,286.07,274.16,2,7,0.000,58
FCX,Freeport-McMoRan,US,Materials,70.465,96.39,101214928896,Large,46.33224,70.6,62.36,50.02,5,8,0.000,57
NEM,Newmont,US,Materials,114.31,73.62,124354895872,Large,17.916927,51.4,115.34,93.33,0,5,0.000,60
MRNA,Moderna,US,Healthcare,54.27,-65.38,21514835968,Large,,58.4,50.59,34.92,0,6,0.000,68
REGN,Regeneron,US,Healthcare,751.14,48.91,79410380800,Large,18.0954,47.4,765.07,675.63,2,4,0.000,57
VRTX,Vertex Pharma,US,Healthcare,440.405,100.04,112021299200,Large,28.765839,45.2,461.08,437.95,0,6,0.000,57
ISRG,Intuitive Surgical,US,Healthcare,468.64,73.33,166460932096,Large,59.477154,50.0,479.59,502.73,4,4,0.000,38
DXCM,DexCom,US,Healthcare,64.53,-33.63,24900382720,Large,30.875599,49.0,67.40,70.53,4,4,0.000,45
BRK-B,Berkshire Hathaway,US,Financials,473.32,76.68,1021030367232,Large,15.250805,39.7,487.64,490.13,5,4,0.000,50
SPGI,S&P Global,US,Financials,441.3,16.42,131860439040,Large,30.122868,56.2,426.21,494.02,5,2,0.000,39
MMM,3M,US,Industrials,152.08,-8.28,80100540416,Large,25.346666,53.2,155.37,158.41,4,4,0.000,48
IBM,IBM,US,Technology,253.27,91.75,237727170560,Large,22.761005,56.5,249.88,275.10,5,2,0.000,42
GEV,GE Vernova,US,Industrials,1001.125,770.54,269794951168,Large,56.71303,68.7,872.20,683.89,0,8,0.000,64
ABNB,Airbnb,US,Consumer Cyclical,142.39,-16.03,85364793344,Large,35.332504,68.0,129.27,128.13,0,6,0.000,57
GM,General Motors,US,Consumer Cyclical,80.725,44.75,75305230336,Large,24.686544,61.6,77.23,69.11,0,5,0.000,61
F,Ford Motor,US,Consumer Cyclical,12.795,11.75,51302141952,Large,,60.1,12.63,12.51,0,5,0.000,54
PYPL,PayPal,US,Fintech,50.535,-80.89,46525779968,Large,9.341035,67.2,44.98,60.36,5,2,0.000,43
BKNG,Booking Holdings,US,Consumer Cyclical,189.595,102.13,150068314112,Large,28.6284,62.3,172.35,202.76,5,2,0.000,41
TXN,Texas Instruments,US,Technology,232.585,25.54,211760119808,Large,42.67615,75.6,206.80,190.82,9,7,0.000,47
MU,Micron,US,Technology,442.385,405.70,498729091072,Large,20.850542,58.3,407.61,259.84,2,6,0.000,66
LRCX,Lam Research,US,Technology,266.14,334.14,334279835648,Large,54.648876,63.6,232.74,167.14,0,7,0.000,62
KLAC,KLA Corp,US,Technology,1797.29,463.56,236149997568,Large,52.24677,69.2,1525.96,1220.49,0,8,0.000,63
ADI,Analog Devices,US,Technology,381.82,147.18,186406109184,Large,69.930405,78.2,332.72,274.42,7,7,0.000,50
MRVL,Marvell Technology,US,Technology,145.78,218.02,127496011776,Large,47.49186,84.4,95.47,84.50,5,8,0.000,59
ON,ON Semiconductor,US,Technology,84.79,113.58,33391271936,Large,292.22415,82.6,65.64,56.45,9,8,0.000,49
FTNT,Fortinet,US,Technology,82.56,103.55,61391872000,Large,34.113636,53.8,81.68,83.98,3,4,0.000,48
WDAY,Workday,US,Technology,125.585,-49.75,33028853760,Large,48.48842,46.5,134.43,200.72,5,2,0.000,27
TEAM,Atlassian,US,Technology,69.69,-69.21,18398787584,Large,,50.3,73.97,140.31,5,2,0.000,28
VEEV,Veeva Systems,US,Healthcare,168.79,-37.22,27746013184,Large,31.027573,45.5,177.94,242.86,5,2,0.000,34
ZM,Zoom Video,US,Technology,89.35,-72.23,26456621056,Large,14.457929,63.9,82.20,82.14,0,5,0.000,61
OKTA,Okta,US,Technology,75.23,-71.70,13322395648,Large,57.38168,51.3,77.24,86.84,4,5,0.000,36
DASH,DoorDash,US,Technology,187.115,29.63,81263796224,Large,87.82159,68.7,167.04,220.00,3,2,0.000,31
SPOT,Spotify,US,Communication,535.925,97.61,110334394368,Large,43.218548,63.3,494.59,602.32,5,4,0.000,39
SE,Sea Limited,US,Technology,89.31,-62.23,52891054080,Large,35.45238,53.1,93.17,139.01,7,2,0.000,29
MELI,MercadoLibre,US,Consumer Cyclical,1847.715,20.50,93670653952,Large,46.966194,58.6,1795.64,2120.29,5,2,0.000,35
NU,Nu Holdings,US,Fintech,15.105,34.27,73443655680,Large,26.051723,54.0,15.21,15.38,4,2,0.000,43
GRAB,Grab Holdings,US,Technology,4.235,-66.71,17365540864,Large,70.583336,69.3,3.94,4.96,3,2,0.000,33
CPNG,Coupang,US,Consumer Cyclical,21.225,-50.20,38803365888,Large,192.95454,64.4,19.09,25.76,5,2,0.000,29
C,Citigroup,US,Financials,132.63,90.04,231994687488,Large,16.393078,73.4,115.17,105.56,5,8,0.000,62
COF,Capital One,US,Financials,205.94,56.61,128080592896,Large,61.109795,64.7,194.00,215.55,3,3,0.000,37
PNC,PNC Financial,US,Financials,227.163,32.28,91629740032,Large,13.191638,67.8,216.34,203.78,0,5,0.000,63
USB,U.S. Bancorp,US,Financials,57.48,2.24,89381404672,Large,12.050314,66.8,54.66,50.76,0,5,0.000,64
TFC,Truist Financial,US,Financials,51.01,-8.50,65254354944,Large,13.353403,67.2,48.59,46.98,0,5,0.000,62
STT,State Street,US,Financials,149.405,90.08,41643388928,Large,15.168019,80.7,129.24,120.94,7,8,0.000,59
BK,Bank of New York Mellon,US,Financials,135.57,191.05,93302939648,Large,16.799257,80.0,120.70,111.76,7,7,0.000,56
ICE,Intercontinental Exchange,US,Financials,161.01,34.44,91454054400,Large,27.909878,49.1,160.17,165.83,3,2,0.000,46
CME,CME Group,US,Financials,287.87,39.66,104474214400,Large,25.802868,37.1,306.01,281.28,2,4,0.000,53
MCO,Moody's,US,Financials,454.535,40.39,80908992512,Large,33.27489,56.6,443.61,485.50,5,2,0.000,39
MSCI,MSCI,US,Financials,558.735,19.38,41052516352,Large,35.610897,53.7,548.35,562.37,3,2,0.000,44
FISV,Fiserv,US,Fintech,64.435,-48.27,34458386432,Large,10.163249,70.4,59.24,94.14,12,2,0.000,34
BX,Blackstone,US,Financials,129.074,62.36,157818470400,Large,33.36434,66.2,117.50,149.44,4,2,0.000,38
KKR,KKR & Co,US,Financials,103.6,96.96,95945973760,Large,44.273506,65.8,94.65,122.31,4,2,0.000,36
APO,Apollo Global Management,US,Financials,126.045,145.61,73110028288,Large,22.695494,70.1,113.64,131.51,10,3,0.000,37
PGR,Progressive,US,Financials,204.86,105.29,119835484160,Large,10.425446,55.2,203.65,224.40,3,2,0.000,50
CB,Chubb,US,Financials,332.72,105.75,130166308864,Large,12.965329,57.4,329.31,298.03,0,8,0.000,69
MET,MetLife,US,Financials,77.825,27.25,51278241792,Large,16.523354,68.2,73.28,77.38,5,2,0.000,46
AFL,Aflac,US,Financials,115.18,119.02,60359581696,Large,16.86164,66.0,111.45,108.91,2,6,0.000,59
TRV,Travelers,US,Financials,304.6,95.59,64794959872,Large,9.093106,59.6,299.94,281.89,0,6,0.000,66
ALL,Allstate,US,Financials,217.04,76.64,56329658368,Large,5.701077,60.1,208.88,204.45,0,7,0.000,68
AON,Aon,US,Financials,331.05,40.98,71171514368,Large,19.455347,53.8,324.96,346.49,5,2,0.000,44
FICO,Fair Isaac (FICO),US,Technology,1039.22,98.48,24652515328,Large,38.418484,43.3,1206.35,1500.16,5,4,0.000,32
ACN,Accenture,US,Technology,196.803,-31.81,121114558464,Large,16.130737,48.7,204.41,245.37,5,4,0.000,43
CDNS,Cadence Design Systems,US,Technology,314.405,123.08,86803341312,Large,77.24815,64.2,291.21,321.25,3,2,0.000,36
ANET,Arista Networks,US,Technology,166,758.06,209022124032,Large,60.583942,74.1,136.93,134.57,7,7,0.000,43
DELL,Dell Technologies,US,Technology,204.41,297.42,135433871360,Large,23.517838,69.8,153.33,137.93,0,8,0.000,72
HPE,Hewlett Packard Enterprise,US,Technology,27.605,75.27,36668469248,Large,,73.1,22.95,22.80,7,8,0.000,54
HPQ,HP Inc,US,Technology,19.929,-40.28,18290841600,Large,7.547348,59.5,18.95,23.60,3,2,0.000,48
APH,Amphenol,US,Technology,153.345,359.19,188447129600,Large,45.892216,68.9,137.96,128.96,2,5,0.000,49
MSI,Motorola Solutions,US,Technology,449.575,142.66,74720993280,Large,35.316185,53.6,452.96,429.30,0,6,0.000,57
ADSK,Autodesk,US,Technology,243.64,-14.92,51651678208,Large,46.585087,53.9,239.80,283.17,3,4,0.000,40
CTSH,Cognizant,US,Technology,60.93,-23.46,29388343296,Large,13.35307,46.6,63.23,72.05,5,2,0.000,42
NXPI,NXP Semiconductors,US,Technology,219.01,12.97,55340998656,Large,27.5478,66.4,211.75,219.24,5,2,0.000,42
MCHP,Microchip Technology,US,Technology,79.145,5.72,42825408512,Large,,75.4,70.54,67.32,9,6,0.000,45
MPWR,Monolithic Power Systems,US,Technology,1480,306.28,72694636544,Large,114.55109,78.5,1168.58,978.32,7,8,0.000,50
ADP,Automatic Data Processing,US,Technology,201.025,4.26,81304305664,Large,19.329327,45.8,209.49,261.30,5,2,0.000,39
ASML,ASML Holding,US,Technology,1468.13,137.97,576811696128,Large,48.14782,56.7,1401.29,1087.73,0,5,0.000,55
TSM,Taiwan Semiconductor,US,Technology,366.875,219.16,1902345715712,Large,31.538694,56.3,355.01,298.29,0,5,0.000,58
APP,AppLovin,US,Communication,476.365,691.96,160853065728,Large,47.500996,61.1,431.52,520.72,6,2,0.000,29
AXON,Axon Enterprise,US,Technology,401.33,166.15,32336039936,Large,269.34897,43.6,459.53,617.39,5,2,0.000,23
EFX,Equifax,US,Technology,196.775,2.38,23737872384,Large,36.987778,62.8,190.03,220.51,8,2,0.000,33
MSTR,MicroStrategy,US,Technology,164.525,154.51,57022898176,Large,,69.9,134.75,240.98,5,2,0.000,36
DHR,Danaher,US,Healthcare,193.83,-9.60,137109684224,Large,38.593628,48.7,198.95,209.55,5,2,0.000,37
SYK,Stryker,US,Healthcare,340.41,31.72,130379325440,Large,40.47919,48.1,353.01,367.78,4,2,0.000,39
BSX,Boston Scientific,US,Healthcare,62.815,52.72,93354090496,Large,32.378864,38.1,69.65,91.95,6,2,0.000,31
MDT,Medtronic,US,Healthcare,86.6,-32.49,111210119168,Large,24.195532,42.3,91.58,94.49,4,4,0.000,46
EW,Edwards Lifesciences,US,Healthcare,82.33,-8.14,47828877312,Large,45.49724,56.2,81.37,80.84,0,5,0.000,52
IDXX,IDEXX Laboratories,US,Healthcare,581.79,9.30,46324465664,Large,44.479355,48.8,601.85,639.84,5,5,0.000,40
HCA,HCA Healthcare,US,Healthcare,486.615,152.21,108817915904,Large,17.164549,44.3,510.56,454.15,0,4,0.000,59
ELV,Elevance Health,US,Healthcare,320.3,-16.13,70691684352,Large,12.710313,60.2,309.23,324.48,5,2,0.000,44
CI,Cigna Group,US,Healthcare,279.03,10.13,74536116224,Large,12.580253,56.5,276.12,283.33,3,2,0.000,50
CVS,CVS Health,US,Healthcare,76.885,1.28,98555379712,Large,55.323742,53.7,76.06,74.95,0,5,0.000,46
MCK,McKesson,US,Healthcare,865.85,345.10,106868957184,Large,24.981245,41.8,914.30,807.90,0,6,0.000,60
BMY,Bristol-Myers Squibb,US,Healthcare,59.725,-9.62,121952854016,Large,17.263006,52.9,59.86,51.49,0,4,0.000,63
BIIB,Biogen,US,Healthcare,182.41,-33.23,26770223104,Large,20.728409,51.7,186.01,161.97,0,4,0.000,60
GEHC,GE HealthCare,US,Healthcare,74.32,17.97,33902358528,Large,16.32967,53.3,75.53,76.82,7,2,0.000,42
ZTS,Zoetis,US,Healthcare,122.69,-27.29,51790848000,Large,20.3804,57.2,121.84,134.00,3,2,0.000,46
A,Agilent Technologies,US,Healthcare,120.677,-8.90,0,Small,26.639624,58.1,118.31,129.75,5,2,0.000,40
BDX,Becton Dickinson,US,Healthcare,158.38,-19.48,57380298752,Large,25.879086,50.4,164.90,153.67,0,6,0.000,58
ALNY,Alnylam Pharmaceuticals,US,Healthcare,310.68,128.39,41453383680,Large,133.91379,42.8,322.95,393.53,6,0,0.000,23
ETN,Eaton,US,Industrials,406.8,193.80,158018600960,Large,38.96983,66.3,372.67,360.04,0,8,0.000,60
EMR,Emerson Electric,US,Industrials,146.27,61.04,82247925760,Large,35.85049,62.2,141.20,137.70,0,5,0.000,54
PH,Parker-Hannifin,US,Industrials,994.29,218.52,125495828480,Large,36.301205,61.7,955.76,841.94,0,6,0.000,59
ITW,Illinois Tool Works,US,Industrials,272.57,22.31,78554677248,Large,26.008589,54.9,276.22,260.89,0,4,0.000,56
GD,General Dynamics,US,Industrials,334.8,81.89,90679189504,Large,21.683937,38.8,350.12,337.50,2,2,0.000,49
NOC,Northrop Grumman,US,Industrials,659.75,91.15,93706371072,Large,22.695219,34.8,707.38,617.41,2,4,0.000,54
TDG,TransDigm,US,Industrials,1262.57,111.93,71301824512,Large,40.544956,55.8,1248.13,1341.15,3,2,0.000,40
WM,Waste Management,US,Industrials,225.277,67.03,90865500160,Large,33.62463,40.7,232.96,223.02,2,6,0.000,53
CTAS,Cintas,US,Industrials,179.56,110.20,71839637504,Large,37.802105,50.6,187.48,196.27,6,2,0.000,37
URI,United Rentals,US,Industrials,817.275,163.01,51486814208,Large,21.167444,64.5,797.49,860.97,3,3,0.000,46
UNP,Union Pacific,US,Industrials,253.29,14.78,150372761600,Large,21.142738,61.0,251.95,233.67,0,6,0.000,62
NSC,Norfolk Southern,US,Industrials,305.165,11.66,68531527680,Large,23.915752,67.4,300.18,288.69,2,7,0.000,59
FDX,FedEx,US,Industrials,393.735,40.45,93949018112,Large,21.03312,68.3,368.31,285.50,2,8,0.000,71
DAL,Delta Air Lines,US,Industrials,71.915,61.79,47247732736,Large,10.498541,61.4,66.76,62.77,0,6,0.000,64
UAL,United Airlines,US,Industrials,99.515,97.84,32305664000,Large,9.755824,55.0,99.47,100.47,5,2,0.000,45
LUV,Southwest Airlines,US,Industrials,42.06,-29.72,20667289600,Large,53.246834,54.1,44.13,37.68,2,4,0.000,46
PCAR,PACCAR,US,Industrials,127.86,108.24,67240861696,Large,28.35033,65.3,121.55,108.27,0,6,0.000,62
ODFL,Old Dominion Freight,US,Industrials,221.675,79.03,46351896576,Large,45.895447,69.8,196.95,163.56,2,8,0.000,63
FAST,Fastenal,US,Industrials,45.665,78.62,52438425600,Large,40.411507,49.0,45.94,44.86,2,2,0.000,46
PWR,Quanta Services,US,Industrials,605.76,546.14,90898358272,Large,89.08235,65.7,559.58,456.09,0,7,0.000,58
TT,Trane Technologies,US,Industrials,478.1,184.24,106013417472,Large,36.385082,66.8,444.80,423.81,0,7,0.000,61
CARR,Carrier Global,US,Industrials,62.085,46.01,51893366784,Large,36.736683,56.8,60.39,60.72,3,3,0.000,47
CSX,CSX,US,Industrials,43.77,33.38,81402593280,Large,28.41883,70.5,41.13,36.74,7,8,0.000,54
CPRT,Copart,US,Industrials,33.69,11.10,32607676416,Large,21.185535,48.3,35.25,41.47,6,4,0.000,44
RKLB,Rocket Lab,US,Industrials,87.8,732.23,50758066176,Large,,69.2,70.53,60.22,2,5,0.000,53
TJX,TJX Companies,US,Consumer Cyclical,161.345,138.15,179162759168,Large,33.129364,54.2,158.01,146.54,2,4,0.000,51
CMG,Chipotle Mexican Grill,US,Consumer Cyclical,36.015,17.53,47621840896,Large,31.592106,62.5,35.10,38.92,3,2,0.000,42
LULU,Lululemon,US,Consumer Cyclical,166.33,-47.41,19512358912,Large,12.534287,54.5,167.27,184.79,4,2,0.000,46
ORLY,O'Reilly Automotive,US,Consumer Cyclical,93.315,161.01,78243422208,Large,31.419193,52.9,92.64,97.18,3,2,0.000,44
DHI,D.R. Horton,US,Consumer Cyclical,150.965,64.22,43945844736,Large,13.724091,61.9,148.36,153.09,3,2,0.000,49
LEN,Lennar,US,Consumer Cyclical,93.36,-3.66,22994409472,Large,13.433094,51.9,100.56,115.94,5,4,0.000,44
HLT,Hilton,US,Consumer Cyclical,342.97,180.62,78637850624,Large,56.22295,73.4,310.38,284.35,7,7,0.000,46
MAR,Marriott,US,Consumer Cyclical,377.63,165.99,100066123776,Large,39.667015,72.7,339.66,297.87,5,8,0.000,57
YUM,Yum! Brands,US,Consumer Cyclical,162.805,38.02,45004206080,Large,29.334232,58.5,160.26,151.70,0,7,0.000,61
ROST,Ross Stores,US,Consumer Cyclical,230.33,84.32,74499072000,Large,34.845688,67.9,210.16,173.03,0,8,0.000,67
DECK,Deckers Outdoor,US,Consumer Cyclical,110.51,102.24,16106261504,Large,15.697444,58.7,108.07,103.45,2,5,0.000,58
CCL,Carnival,US,Consumer Cyclical,28.905,12.38,40016404480,Large,12.726784,57.4,28.13,28.98,3,2,0.000,49
RCL,Royal Caribbean,US,Consumer Cyclical,278.01,242.93,75905556480,Large,17.819141,49.2,291.71,302.96,4,4,0.000,49
CVNA,Carvana,US,Consumer Cyclical,389.92,48.47,86056607744,Large,46.144382,67.8,331.68,365.69,3,2,0.000,40
EBAY,eBay,US,Consumer Cyclical,105.24,70.32,47550398464,Large,24.694834,74.6,90.95,89.04,9,8,0.000,51
EXPE,Expedia,US,Consumer Cyclical,269.83,58.30,33063583744,Large,27.505604,69.2,229.64,232.21,3,2,0.000,48
APTV,Aptiv,US,Consumer Cyclical,60.35,-55.31,15156665344,Large,80.46667,38.5,70.87,76.50,5,4,0.000,30
PM,Philip Morris,US,Consumer Defensive,158.21,68.31,246575087616,Large,21.792011,40.5,171.57,164.99,0,6,0.000,58
MO,Altria Group,US,Consumer Defensive,64.615,36.93,108071493632,Large,15.689321,43.2,66.54,62.91,2,6,0.000,58
CL,Colgate-Palmolive,US,Consumer Defensive,84.065,3.36,67441496064,Large,31.961975,42.6,89.96,84.14,0,6,0.000,56
MDLZ,Mondelez,US,Consumer Defensive,57.37,-3.11,73651159040,Large,30.362432,47.8,58.41,59.79,6,2,0.000,39
TGT,Target,US,Consumer Defensive,129.555,-37.49,58669703168,Large,15.935423,67.8,118.15,102.31,0,7,0.000,69
KR,Kroger,US,Consumer Defensive,68.105,80.36,43116011520,Large,44.240257,42.3,70.55,67.65,2,2,0.000,44
SYY,Sysco,US,Consumer Defensive,76.78,-4.40,36772294656,Large,20.695417,48.3,82.50,79.18,0,7,0.000,59
MNST,Monster Beverage,US,Consumer Defensive,77.15,58.42,75483373568,Large,39.773197,57.9,77.57,71.18,0,4,0.000,51
KDP,Keurig Dr Pepper,US,Consumer Defensive,26.765,-26.00,36364697600,Large,17.493464,52.1,27.71,28.72,4,2,0.000,46
GIS,General Mills,US,Consumer Defensive,35.335,-43.28,18857625600,Large,8.639363,33.3,40.74,46.30,6,2,0.000,41
KHC,Kraft Heinz,US,Consumer Defensive,22.365,-45.49,26474450944,Large,,46.1,23.27,25.04,4,2,0.000,41
HSY,Hershey,US,Consumer Defensive,194.04,19.64,39330152448,Large,44.81293,33.9,216.58,192.27,2,4,0.000,46
ADM,Archer-Daniels-Midland,US,Consumer Defensive,67.75,15.40,32648392704,Large,30.381166,42.9,69.51,62.45,2,2,0.000,48
STZ,Constellation Brands,US,Consumer Defensive,161.4,-32.27,28098750464,Large,16.795006,58.1,155.39,150.58,0,5,0.000,60
DG,Dollar General,US,Consumer Defensive,125.77,-42.38,27697862656,Large,18.360584,50.1,135.48,121.00,0,4,0.000,56
DLTR,Dollar Tree,US,Consumer Defensive,107.41,-7.68,21363791872,Large,18.0867,49.8,114.57,111.57,1,6,0.000,56
KMB,Kimberly-Clark,US,Consumer Defensive,99.12,-30.39,32900483072,Large,20.395061,51.6,102.09,112.57,4,4,0.000,47
PSX,Phillips 66,US,Energy,156.383,107.35,62706823168,Large,14.493319,36.5,166.14,141.36,2,2,0.000,55
VLO,Valero Energy,US,Energy,226.44,229.70,67711504384,Large,29.952381,44.5,225.01,178.92,2,4,0.000,57
MPC,Marathon Petroleum,US,Energy,214.825,312.73,63317553152,Large,16.237719,39.5,220.78,190.81,2,3,0.000,56
OXY,Occidental Petroleum,US,Energy,54.485,134.85,54037471232,Large,40.362965,39.4,55.66,46.53,2,4,0.000,54
DVN,Devon Energy,US,Energy,45.06,114.88,28012091392,Large,10.809353,40.6,46.27,37.88,2,6,0.000,66
FANG,Diamondback Energy,US,Energy,184.71,148.70,51956846592,Large,32.232967,47.0,182.35,155.41,2,4,0.000,56
HAL,Halliburton,US,Energy,37.435,88.97,31361996800,Large,24.963333,50.7,36.32,28.33,2,6,0.000,65
BKR,Baker Hughes,US,Energy,59.855,206.79,59376513024,Large,23.026924,45.5,61.02,50.51,2,5,0.000,59
KMI,Kinder Morgan,US,Energy,32.25,94.86,71761534976,Large,23.543797,44.2,32.84,28.76,2,3,0.000,55
WMB,Williams Companies,US,Energy,71.755,205.99,87752220672,Large,33.53271,46.8,72.81,63.34,2,3,0.000,52
OKE,ONEOK,US,Energy,83.89,65.69,52853264384,Large,15.4778595,41.1,86.50,77.08,2,5,0.000,60
FSLR,First Solar,US,Energy,192.81,142.96,20717580288,Large,13.568613,45.0,204.32,220.69,5,2,0.000,42
SO,Southern Co,US,Utilities,94.49,42.97,106524598272,Large,24.105867,42.0,95.49,92.64,2,3,0.000,51
D,Dominion Energy,US,Utilities,62.88,-21.51,55260598272,Large,18.118183,52.4,62.93,60.66,0,4,0.000,58
EXC,Exelon,US,Utilities,47.065,44.07,48155734016,Large,17.239925,39.8,48.20,45.56,2,4,0.000,54
SRE,Sempra Energy,US,Utilities,93.875,34.24,61331591168,Large,34.136364,41.6,94.67,88.52,2,3,0.000,49
AEP,American Electric Power,US,Utilities,134.935,49.69,73345736704,Large,20.260511,58.3,130.97,118.65,2,4,0.000,57
PCG,PG&E,US,Utilities,17.485,56.12,38505824256,Large,14.817798,45.7,17.91,15.98,2,4,0.000,57
CEG,Constellation Energy,US,Utilities,291.89,668.13,105648742400,Large,39.353577,48.9,297.96,327.80,4,4,0.000,40
VST,Vistra,US,Utilities,161.78,808.37,54763728896,Large,74.54377,53.7,161.08,179.45,3,4,0.000,37
AWK,American Water Works,US,Utilities,134.725,-16.48,26310578176,Large,23.678822,49.7,134.28,135.65,5,0,0.000,40
ED,Consolidated Edison,US,Utilities,110.91,39.77,40861601792,Large,19.664894,45.6,111.90,103.22,2,5,0.000,57
SHW,Sherwin-Williams,US,Materials,343.32,28.47,85066031104,Large,33.461987,60.1,337.80,342.83,5,2,0.000,41
ECL,Ecolab,US,Materials,277.465,25.64,78392369152,Large,38.127747,55.6,281.64,273.11,0,6,0.000,54
DOW,Dow Inc,US,Materials,36.801,-41.10,26489190400,Large,,46.4,35.69,27.27,2,4,0.000,60
DD,DuPont,US,Materials,47.27,50.37,19374895104,Large,225.09525,55.2,47.19,38.81,3,7,0.000,51
NUE,Nucor,US,Materials,202.455,157.94,46114107392,Large,26.922207,80.0,176.59,157.18,7,8,0.000,58
VMC,Vulcan Materials,US,Materials,295.105,69.10,38534926336,Large,36.253685,59.5,289.01,290.62,3,2,0.000,44
ALB,Albemarle,US,Materials,196.68,32.43,23185991680,Large,,58.9,174.23,124.41,0,5,0.000,64
CTVA,Corteva,US,Materials,80.515,71.45,54148272128,Large,46.00857,46.2,79.40,71.49,2,6,0.000,55
BALL,Ball Corp,US,Materials,64.58,-30.02,17188165632,Large,19.569698,62.2,63.12,55.06,0,6,0.000,65
EQIX,Equinix,US,Real Estate,1098.26,51.23,108314230784,Large,80.0481,82.7,972.42,831.74,7,7,0.000,49
